id	org	prod0	prod1	prod2	prod3	prod4	prod5	prod6	prod7	prod8	prod9	sales	daysLate
1955	g	9	6	4	35	22	16	80	30	1	5	208	22
1956	g	7	10	2	37	33	15	84	35	3	4	230	42
1957	b	60	9	4	15	36	24	46	23	4	8	229	5
1958	g	39	12	2	36	13	26	59	31	2	5	225	15
1959	g	18	10	2	31	21	22	59	44	3	5	215	10
1960	g	17	10	2	20	12	40	51	40	2	1	195	20
1961	g	42	5	4	20	36	31	66	25	3	5	237	15
1962	g	20	4	4	40	34	31	52	32	2	3	222	6
1963	g	21	9	4	33	19	21	52	45	3	7	214	50
1964	b	46	10	2	2	30	38	73	12	4	9	226	14
1965	g	32	9	3	39	15	31	86	23	2	2	242	3
1966	g	10	5	5	33	14	35	67	31	1	3	204	24
1967	g	11	8	4	40	17	20	51	47	2	7	207	6
1968	g	18	8	3	41	13	32	85	40	3	4	247	48
1969	b	49	8	5	20	29	48	54	31	3	7	254	27
1970	b	6	11	4	20	21	19	79	25	3	5	193	27
1971	g	22	12	3	25	21	17	67	42	1	7	217	16
1972	b	36	4	3	8	34	29	88	21	4	6	233	46
1973	b	68	7	4	5	13	41	62	27	4	11	242	0
1974	g	5	6	2	31	25	36	65	43	3	5	221	25
1975	g	27	10	3	23	22	39	43	32	1	4	204	64
1976	b	59	9	4	15	23	26	86	12	3	10	247	37
1977	b	61	10	2	14	23	40	63	18	5	9	245	7
1978	g	43	11	4	31	13	9	66	27	0	2	206	24
1979	g	31	7	3	36	37	18	50	34	3	4	223	1
1980	g	32	9	4	25	22	15	52	33	2	6	200	11
1981	g	14	5	4	33	16	33	40	24	2	4	175	29
1982	g	44	7	3	13	22	53	91	26	3	10	272	4
1983	g	22	8	4	27	15	39	92	34	3	7	251	40
1984	b	68	9	4	6	35	36	43	30	3	9	243	21
1985	g	22	11	3	26	32	21	67	23	1	6	212	28
1986	b	54	7	3	6	22	36	59	19	2	6	214	25
1987	b	9	7	2	40	20	38	47	25	1	2	191	23
1988	g	15	7	4	36	23	16	80	41	2	7	231	2
1989	g	18	4	2	28	22	23	83	38	3	1	222	4
1990	g	7	12	3	21	36	30	38	35	3	5	190	1
1991	b	53	5	4	14	21	38	58	31	2	5	231	51
1992	b	46	7	2	14	26	46	83	9	4	7	244	18
1993	g	30	4	2	36	35	14	83	35	3	4	246	18
1994	g	32	4	3	25	26	40	61	35	2	4	232	20
1995	g	30	9	3	35	34	11	41	47	3	3	216	26
1996	b	10	6	3	24	26	35	64	31	1	7	207	27
1997	g	38	5	2	21	36	10	32	36	1	4	185	4
1998	g	21	12	2	42	21	38	65	40	3	4	248	59
1999	b	37	10	5	4	26	49	41	12	2	7	193	12
2000	b	25	6	4	26	20	25	87	38	1	6	238	25
2001	b	25	11	3	41	28	10	39	41	3	1	202	0
2002	g	40	6	4	37	37	36	71	45	2	6	284	16
2003	g	4	12	1	39	28	30	69	36	2	1	222	2
2004	g	15	12	4	32	21	20	55	46	2	3	210	20
2005	g	6	10	3	40	25	30	76	32	1	6	229	0
2006	g	21	12	2	23	37	23	63	36	3	1	221	22
2007	g	15	10	2	24	34	25	55	40	1	2	208	14
2008	g	28	10	4	30	26	18	89	22	2	3	232	5
2009	b	19	12	5	39	30	38	52	46	1	2	244	23
2010	g	35	10	3	41	37	9	90	36	3	3	267	29
2011	g	18	5	2	39	15	31	73	33	3	6	225	2
2012	g	41	7	3	22	13	20	51	42	0	3	202	34
2013	b	60	9	5	7	24	36	50	22	3	7	223	1
2014	g	36	9	3	31	36	28	75	44	2	3	267	7
2015	g	17	5	4	42	35	12	92	20	2	5	234	40
2016	b	43	9	5	14	22	39	60	24	3	9	228	12
2017	b	18	7	3	41	25	10	34	42	3	2	185	61
2018	b	66	13	3	12	24	52	75	24	4	8	281	24
2019	g	23	5	4	39	35	21	41	48	1	5	222	16
2020	g	24	6	4	40	17	19	84	42	1	2	239	9
2021	g	44	5	4	23	15	28	82	46	1	2	250	8
2022	g	38	10	2	42	14	29	77	45	2	7	266	8
2023	g	24	9	4	34	28	34	41	27	3	5	209	18
2024	g	8	7	3	21	13	18	53	35	2	4	164	4
2025	g	44	6	2	26	34	23	73	44	3	6	261	26
2026	b	39	8	2	22	36	23	38	35	3	5	211	26
2027	g	7	8	3	32	29	40	68	30	3	4	224	24
2028	g	25	12	2	37	23	21	34	35	2	4	195	42
2029	b	56	5	4	2	32	46	83	15	3	10	256	16
2030	g	13	9	4	34	33	34	89	20	3	4	243	57
2031	b	62	12	2	9	15	25	57	28	2	6	218	23
2032	b	50	10	3	6	25	39	35	29	4	11	212	4
2033	b	55	12	1	22	16	39	82	37	3	9	276	7
2034	b	13	10	4	37	32	11	36	36	1	4	184	88
2035	b	52	10	3	7	16	33	37	29	4	9	200	87
2036	b	49	7	4	11	26	40	43	14	4	10	208	39
2037	b	48	9	2	17	15	47	40	30	3	7	218	11
2038	g	29	6	2	29	37	11	88	27	2	5	236	1
2039	g	30	7	4	21	37	30	45	26	2	5	207	11
2040	g	34	7	3	30	37	25	86	48	3	2	275	26
2041	g	29	12	2	42	13	22	40	40	1	2	203	48
2042	b	75	10	4	21	33	35	59	28	4	9	278	17
2043	g	17	5	4	29	31	29	70	39	1	5	230	6
2044	b	67	5	2	17	20	28	38	29	3	6	215	16
2045	g	14	5	4	21	23	21	74	37	1	5	205	61
2046	b	42	12	4	24	20	37	57	37	3	5	241	17
2047	b	55	5	4	20	17	51	86	33	4	6	281	18
2048	b	20	10	4	26	14	32	31	28	2	2	169	29
2049	g	18	9	5	35	35	10	51	39	1	2	205	17
2050	g	33	10	3	40	33	39	53	37	3	6	257	22
2051	g	10	11	4	27	26	19	57	23	1	7	185	30
2052	g	42	7	2	21	29	36	44	14	2	8	205	14
2053	g	44	10	4	30	13	13	61	36	1	2	214	6
2054	g	38	5	3	23	27	40	91	26	3	3	259	16
2055	g	9	12	2	29	21	14	42	42	2	4	177	4
2056	b	39	8	3	28	33	18	61	40	3	5	238	53
2057	b	75	4	4	23	16	44	74	10	2	10	262	70
2058	b	41	6	3	13	26	38	33	13	2	8	183	0
2059	b	75	10	2	22	21	36	75	28	3	9	281	26
2060	b	67	9	5	14	36	32	32	25	5	10	235	6
2061	g	14	11	4	38	27	31	80	43	1	1	250	1
2062	b	67	10	4	23	38	24	81	22	4	10	283	26
2063	b	20	6	3	36	13	21	41	47	1	1	189	17
2064	b	40	11	4	10	34	25	49	24	3	9	209	16
2065	g	43	8	2	31	19	18	85	22	2	2	232	11
2066	g	20	6	2	34	33	11	76	46	1	5	234	5
2067	b	5	12	3	23	36	32	59	27	1	5	203	64
2068	b	66	12	4	7	17	46	72	8	3	10	245	10
2069	g	8	12	4	40	25	15	40	25	1	2	172	9
2070	g	7	11	3	27	15	38	69	35	1	4	210	16
2071	g	14	13	4	27	17	20	75	33	1	4	208	8
2072	g	44	4	3	39	34	11	90	38	1	3	267	27
2073	g	35	6	5	22	33	13	38	27	0	6	185	10
2074	b	72	9	3	6	35	23	35	23	4	8	218	22
2075	b	65	5	2	4	26	51	69	11	5	7	245	21
2076	b	26	13	3	38	22	12	72	45	2	6	239	27
2077	g	36	7	4	41	21	33	79	29	2	7	259	67
2078	b	76	7	3	6	19	33	58	25	4	7	238	52
2079	b	43	4	2	22	18	46	54	18	2	5	214	27
2080	g	34	6	2	22	27	18	63	31	2	5	210	28
2081	g	30	9	3	28	32	21	70	21	3	6	223	15
2082	g	39	9	5	40	17	30	68	48	2	6	264	6
2083	g	34	8	5	24	20	33	53	26	2	5	210	16
2084	g	39	13	3	21	19	29	76	45	1	4	250	10
2085	g	5	7	4	25	20	13	83	36	3	4	200	82
2086	b	50	5	2	10	24	26	66	23	5	7	218	14
2087	g	12	12	2	42	15	16	79	28	2	3	211	14
2088	g	43	10	2	42	35	18	91	27	3	1	272	27
2089	g	39	10	3	39	22	37	70	22	3	3	248	23
2090	g	23	7	2	33	32	18	72	25	0	2	214	27
2091	g	44	8	3	33	16	39	74	26	1	4	248	17
2092	g	39	6	3	38	25	27	88	39	1	4	270	8
2093	b	58	9	3	19	34	50	32	22	4	6	237	3
2094	g	18	8	1	36	29	14	64	32	2	5	209	20
2095	b	37	10	2	42	23	30	58	37	1	5	245	4
2096	g	19	9	2	29	28	19	31	47	1	1	186	31
2097	b	38	4	2	15	35	31	51	31	2	8	217	8
2098	g	27	12	5	37	31	19	62	20	1	5	219	2
2099	g	13	10	1	39	26	33	41	31	2	3	199	1
2100	g	9	9	4	42	33	19	73	37	3	4	233	9
2101	g	10	8	3	27	15	19	89	32	2	2	207	18
2102	g	5	10	2	24	29	12	92	21	3	7	205	0
2103	g	26	6	2	28	18	24	39	28	1	7	179	8
2104	g	21	11	4	25	16	23	50	24	3	4	181	17
2105	b	52	8	3	24	13	47	70	28	3	10	258	36
2106	b	67	9	4	8	15	30	81	24	2	10	250	80
2107	b	64	8	5	24	29	46	89	21	3	9	298	24
2108	g	42	11	4	37	24	31	56	21	1	2	229	10
2109	g	15	12	3	24	22	38	92	35	2	4	247	29
2110	g	18	10	2	20	24	35	83	21	1	1	215	62
2111	b	49	6	5	14	34	22	70	12	4	8	224	53
2112	b	51	11	2	14	37	22	38	28	2	11	216	6
2113	g	24	7	3	40	20	13	92	48	2	2	251	8
2114	g	30	11	2	38	29	29	47	26	2	5	219	6
2115	g	41	4	4	31	26	33	86	24	1	6	256	4
2116	b	38	8	4	8	19	46	79	27	4	10	243	1
2117	b	32	12	2	31	16	33	86	39	1	6	258	1
2118	g	25	12	4	24	35	19	43	34	1	3	200	12
2119	b	69	12	2	20	31	47	35	11	5	7	239	28
2120	b	20	12	3	31	17	25	51	30	1	6	196	14
2121	g	5	8	3	32	15	18	71	45	1	5	203	23
2122	g	43	11	3	20	21	26	75	45	3	3	250	7
2123	b	23	9	4	24	25	22	44	48	2	3	204	26
2124	b	40	4	4	24	25	31	68	31	1	3	231	87
2125	b	76	5	2	13	15	32	78	36	3	8	268	24
2126	g	37	12	2	32	36	19	62	38	1	5	244	44
2127	b	48	11	2	17	37	31	61	31	3	5	246	0
2128	g	11	12	3	33	26	18	86	32	2	7	230	27
2129	g	29	7	5	25	26	21	44	25	2	6	190	9
2130	g	44	10	3	34	20	20	52	43	2	6	234	13
2131	g	38	10	2	29	27	29	89	38	3	2	267	82
2132	b	52	5	3	12	15	52	62	20	3	5	229	21
2133	g	40	9	2	39	25	20	85	34	1	2	257	1
2134	b	62	9	2	8	25	36	69	36	3	6	256	3
2135	g	22	6	1	32	35	18	49	47	1	4	215	33
2136	b	50	5	4	2	29	33	77	22	4	10	236	3
2137	g	42	6	4	21	36	13	70	36	1	5	234	29
2138	g	43	12	2	29	14	17	50	40	3	2	212	15
2139	g	11	9	3	30	21	10	86	21	2	4	197	75
2140	b	40	5	3	17	32	46	35	29	4	8	219	20
2141	g	40	13	3	23	20	37	86	22	2	1	247	66
2142	b	70	6	3	10	23	30	35	8	5	6	196	13
2143	b	44	4	4	21	25	23	78	26	0	4	229	49
2144	b	55	12	5	7	31	23	91	36	4	7	271	10
2145	g	4	10	3	29	27	30	58	29	3	6	199	15
2146	g	29	12	4	33	34	25	65	35	3	1	241	15
2147	b	51	6	3	12	31	48	79	36	4	6	276	23
2148	g	38	9	4	43	18	34	87	39	3	5	280	1
2149	g	14	10	1	32	20	28	82	30	2	5	224	18
2150	g	28	8	4	26	22	26	34	48	3	2	201	0
2151	b	41	11	2	38	37	14	49	45	1	4	242	15
2152	g	8	8	4	21	27	36	68	29	1	7	209	6
2153	g	23	9	4	24	26	39	59	33	1	3	221	57
2154	b	68	10	2	17	15	44	92	22	4	8	282	13
2155	b	64	12	5	5	36	48	65	31	4	8	278	22
2156	g	43	5	5	38	27	40	35	29	3	4	229	17
2157	g	14	10	5	37	33	20	59	35	3	3	219	29
2158	g	27	11	2	25	32	26	85	21	3	3	235	29
2159	g	32	10	5	38	29	18	90	46	2	5	275	2
2160	g	12	4	2	40	13	10	68	38	2	3	192	5
2161	g	17	5	3	31	14	23	73	37	3	3	209	28
2162	g	10	12	5	34	23	38	86	35	3	4	250	1
2163	g	44	9	3	28	31	16	86	38	2	7	264	0
2164	g	36	12	2	26	37	40	56	33	1	4	247	18
2165	b	47	9	4	16	23	42	65	27	2	6	241	24
2166	g	12	11	2	26	26	28	34	26	3	1	169	11
2167	g	10	8	2	43	31	34	73	21	1	2	225	24
2168	g	25	5	3	21	25	30	61	42	2	7	221	55
2169	b	55	8	2	8	35	34	74	9	3	11	239	52
2170	g	42	12	3	2	23	45	72	21	4	7	231	7
2171	g	28	5	4	25	32	39	34	21	1	6	195	9
2172	g	40	11	2	24	35	20	52	39	2	5	230	15
2173	g	36	11	2	30	35	30	55	42	1	3	245	13
2174	g	32	9	3	34	15	33	72	46	1	7	252	10
2175	g	10	6	2	40	31	37	80	47	3	5	261	26
2176	g	23	5	1	35	17	11	38	30	0	1	161	5
2177	g	32	5	4	40	22	18	50	36	2	7	216	15
2178	b	67	4	1	23	19	23	77	13	4	6	237	25
2179	g	20	10	5	25	13	18	83	48	1	6	229	4
2180	b	56	10	4	2	12	37	67	36	4	7	235	7
2181	g	14	9	2	40	16	16	45	47	1	6	196	6
2182	g	7	12	4	39	12	25	72	34	3	1	209	29
2183	g	10	6	4	23	13	33	33	37	2	2	163	12
2184	b	37	5	1	23	22	49	37	33	4	8	219	44
2185	b	62	11	5	14	19	28	68	30	5	6	248	18
2186	g	28	4	5	39	31	35	32	39	1	2	216	14
2187	g	35	8	2	37	27	33	83	21	0	4	250	18
2188	g	26	4	1	20	34	20	40	34	3	5	187	13
2189	g	40	4	2	31	13	12	33	45	2	3	185	22
2190	g	37	12	3	28	34	25	50	21	1	5	216	23
2191	b	18	9	4	40	27	33	39	41	2	4	217	16
2192	g	44	11	2	42	20	26	59	43	1	6	254	56
2193	b	40	6	2	12	21	23	47	23	2	10	186	6
2194	g	7	5	2	23	22	35	46	29	2	6	177	13
2195	g	38	13	2	41	17	23	81	27	1	6	249	7
2196	g	17	11	4	38	34	39	59	44	3	6	255	22
2197	g	22	5	4	42	22	18	36	30	2	4	185	4
2198	g	23	12	3	35	34	37	58	25	1	6	234	6
2199	g	39	11	4	35	31	21	79	32	0	2	254	19
2200	g	22	6	2	39	16	20	85	21	2	3	216	29
2201	g	15	13	4	24	36	34	53	36	2	6	223	17
2202	g	26	7	3	31	13	10	34	34	1	5	164	10
2203	g	24	5	4	31	25	23	59	28	1	4	204	31
2204	b	47	10	2	18	38	38	69	17	3	5	247	27
2205	b	67	5	3	22	15	48	90	20	3	6	279	4
2206	g	12	9	4	24	34	15	33	35	2	3	171	17
2207	g	24	9	3	33	37	25	33	48	2	2	216	21
2208	b	51	12	3	9	26	23	37	34	2	10	207	5
2209	g	18	12	3	33	36	29	54	20	1	2	208	26
2210	g	31	4	3	23	19	12	89	46	1	1	229	8
2211	g	32	10	2	24	17	34	41	38	3	2	203	6
2212	g	24	11	2	38	16	25	85	42	3	5	251	22
2213	g	18	10	3	21	13	26	51	28	1	6	177	23
2214	g	4	6	3	28	29	30	66	38	1	6	211	20
2215	b	54	7	2	8	29	37	57	24	4	9	231	26
2216	b	53	4	2	21	20	44	36	31	2	5	218	2
2217	g	10	5	5	40	37	10	70	38	3	1	219	23
2218	g	35	12	5	42	27	26	82	23	3	4	259	18
2219	g	22	8	3	23	13	30	50	45	2	3	199	13
2220	b	68	4	4	18	16	32	46	33	3	5	229	27
2221	g	40	10	2	37	14	38	36	22	1	7	207	4
2222	g	39	6	2	37	38	31	70	46	3	4	276	23
2223	g	22	9	2	24	25	28	40	27	2	6	185	29
2224	b	13	5	4	24	30	25	41	31	2	1	176	0
2225	g	4	4	2	25	16	34	34	40	3	4	166	5
2226	b	56	6	3	8	14	52	72	25	4	9	249	29
2227	g	15	7	3	36	26	36	55	36	3	1	218	18
2228	b	70	8	3	23	36	47	43	13	3	5	251	20
2229	g	23	11	3	26	22	23	53	27	1	2	191	21
2230	g	38	7	2	28	36	21	54	21	1	6	214	24
2231	g	22	6	3	27	16	16	39	28	2	7	166	13
2232	b	58	7	2	6	31	36	32	20	3	9	204	28
2233	g	33	12	5	36	27	10	49	25	1	6	204	41
2234	b	42	12	5	10	15	24	63	16	5	7	199	3
2235	g	20	12	4	31	27	29	79	23	3	2	230	11
2236	b	47	12	5	23	13	36	75	13	5	6	235	8
2237	g	41	11	2	27	23	10	86	41	2	7	250	27
2238	g	35	5	4	39	32	10	39	24	1	6	195	24
2239	g	6	7	2	35	21	22	48	25	3	3	172	13
2240	g	38	9	5	28	19	18	77	47	2	3	246	5
2241	g	67	12	3	14	27	28	39	23	3	10	226	15
2242	g	33	6	3	27	28	28	76	38	3	5	247	29
2243	g	4	5	3	33	15	36	49	35	1	5	186	28
2244	g	38	7	4	20	14	20	45	25	2	2	177	28
2245	g	44	8	3	39	17	21	43	21	3	2	201	71
2246	b	40	9	4	17	17	27	32	24	3	11	184	5
2247	g	33	13	2	20	26	19	52	25	1	4	195	11
2248	g	9	11	3	33	35	15	63	27	3	4	203	5
2249	g	25	13	3	41	17	30	55	45	2	3	234	19
2250	b	24	7	4	41	15	10	71	41	2	1	216	16
2251	g	30	7	4	22	13	22	58	21	3	7	187	25
2252	g	23	11	1	39	13	10	92	39	2	2	232	7
2253	b	55	7	3	19	21	22	37	29	4	5	202	10
2254	g	16	12	5	38	21	16	68	35	1	4	216	66
2255	b	37	12	4	8	32	44	45	28	5	8	223	72
2256	b	73	12	5	10	32	41	66	17	3	7	266	52
2257	b	74	6	4	24	29	48	91	36	4	8	324	79
2258	b	76	6	3	6	19	30	48	19	3	5	215	25
2259	g	30	9	3	41	25	10	55	40	3	2	218	17
2260	g	13	11	3	31	19	37	54	21	3	6	198	14
2261	g	7	7	4	21	27	9	42	24	2	2	145	0
2262	g	22	8	5	42	34	33	61	30	1	5	241	5
2263	g	9	7	3	29	15	28	78	46	1	3	219	7
2264	g	14	10	5	35	18	16	71	42	1	1	213	58
2265	b	72	7	5	9	24	45	61	15	5	11	254	7
2266	g	40	6	2	42	27	19	70	26	2	1	235	26
2267	g	19	9	4	40	36	20	70	37	1	7	243	27
2268	b	50	6	3	11	36	35	66	22	3	10	242	12
2269	g	24	5	4	35	33	18	59	30	2	7	217	7
2270	g	11	9	3	26	32	25	43	31	2	5	187	8
2271	g	41	8	4	33	20	10	89	40	2	5	252	26
2272	g	24	8	4	22	17	23	82	39	3	1	223	88
2273	b	49	10	1	20	27	43	89	27	2	9	277	21
2274	g	20	6	3	38	23	25	91	36	1	7	250	16
2275	g	42	5	5	38	28	18	64	28	1	5	234	76
2276	b	47	8	2	24	14	32	39	22	2	6	196	16
2277	g	8	4	2	42	25	39	90	31	2	4	247	78
2278	b	37	11	5	19	30	47	77	22	4	5	257	19
2279	g	36	6	3	26	16	29	71	29	3	5	224	8
2280	g	31	8	4	26	29	26	78	30	3	2	237	9
2281	g	38	11	3	38	35	40	38	26	1	5	235	39
2282	b	39	6	2	14	37	53	68	20	2	9	250	20
2283	g	18	5	4	26	18	36	47	43	3	2	202	12
2284	g	26	8	5	39	21	13	34	24	1	4	175	70
2285	b	67	8	2	17	13	45	76	28	4	7	267	12
2286	g	13	8	4	23	26	35	67	36	1	7	220	47
2287	g	55	7	3	9	35	42	83	26	4	9	273	20
2288	b	25	12	3	21	30	17	51	34	1	6	200	26
2289	g	12	6	2	35	18	22	90	28	3	4	220	1
2290	g	20	7	3	36	32	32	82	23	3	4	242	29
2291	g	20	4	4	26	25	12	86	43	1	1	222	61
2292	b	70	7	4	16	17	44	72	24	2	8	264	28
2293	g	19	10	3	40	16	34	66	45	3	2	238	26
2294	g	26	6	5	28	25	22	46	31	2	5	196	2
2295	g	19	10	4	24	21	29	45	48	2	3	205	1
2296	g	23	5	4	20	28	34	75	21	2	5	217	16
2297	b	16	6	3	41	17	36	65	31	3	4	222	2
2298	g	5	9	3	37	19	31	49	32	3	3	191	28
2299	g	41	11	2	30	18	25	79	29	2	2	239	15
2300	g	29	10	2	40	35	34	91	34	1	6	282	11
2301	g	25	5	1	21	19	30	40	39	2	3	185	20
2302	g	38	5	5	34	14	23	58	33	1	2	213	19
2303	g	4	8	2	41	21	27	55	43	1	2	204	83
2304	b	41	9	3	9	31	35	82	20	2	8	240	12
2305	g	36	8	4	30	29	30	53	36	3	7	236	12
2306	g	52	7	4	21	25	47	58	9	3	10	236	27
2307	g	25	11	3	21	19	29	34	40	2	2	186	25
2308	g	19	9	4	23	37	26	84	37	1	5	245	11
2309	g	40	7	3	27	13	15	32	24	3	3	167	7
2310	g	30	11	2	22	32	39	70	25	3	4	238	53
2311	b	73	11	2	7	23	46	58	32	3	9	264	22
2312	g	26	6	2	22	17	29	50	38	3	1	194	11
2313	g	25	9	4	23	23	39	81	21	3	6	234	20
2314	g	8	7	4	21	21	29	60	27	1	3	181	29
2315	g	12	8	4	40	31	15	63	23	2	3	201	8
2316	g	8	11	5	24	17	34	81	42	2	5	229	16
2317	g	28	8	5	40	30	13	87	27	3	6	247	15
2318	b	20	7	3	41	12	37	51	23	2	7	203	86
2319	b	52	12	3	22	18	53	31	25	2	8	226	2
2320	g	21	10	4	25	20	28	72	33	2	4	219	24
2321	g	25	7	3	27	19	16	40	41	1	2	181	27
2322	b	72	9	3	16	31	29	52	30	5	5	252	1
2323	g	43	6	3	39	26	14	62	26	1	2	222	28
2324	g	20	5	1	31	21	15	56	38	2	1	190	1
2325	g	25	10	3	28	33	19	86	33	1	2	240	0
2326	g	29	7	3	23	36	16	73	40	3	2	232	29
2327	g	21	5	5	32	37	26	87	25	3	1	242	31
2328	b	63	9	3	16	20	34	39	34	2	5	225	11
2329	g	32	8	2	39	36	18	86	40	1	1	263	44
2330	b	40	8	3	21	36	42	52	36	4	8	250	20
2331	g	26	6	4	23	27	30	46	33	1	2	198	24
2332	g	6	5	3	40	26	34	50	20	3	1	188	16
2333	g	25	8	4	30	29	26	90	48	1	6	267	7
2334	g	4	6	3	38	16	15	79	39	1	6	207	4
2335	g	37	10	5	20	30	29	36	21	0	7	195	13
2336	b	36	5	2	41	19	23	70	32	3	4	235	4
2337	g	8	12	3	26	36	35	46	48	1	1	216	5
2338	g	38	9	2	42	25	20	71	38	3	1	249	8
2339	g	11	9	3	32	35	30	45	35	1	4	205	19
2340	g	43	10	3	32	35	35	45	41	3	6	253	14
2341	g	21	12	2	38	35	22	50	40	1	6	227	6
2342	g	12	6	5	22	28	28	61	28	1	6	197	6
2343	b	22	12	3	27	27	25	42	43	3	5	209	26
2344	g	21	4	3	34	26	34	60	31	2	1	216	44
2345	b	37	6	5	23	14	28	50	31	5	9	208	61
2346	b	67	6	5	15	15	41	56	17	3	6	231	26
2347	b	14	11	4	40	15	21	87	29	1	6	228	3
2348	b	66	12	4	18	18	43	35	31	4	7	238	17
2349	g	9	9	2	35	16	22	40	45	3	6	187	15
2350	b	26	5	3	31	16	18	70	22	2	6	199	24
2351	g	15	4	3	43	35	36	58	33	3	1	231	21
2352	g	40	8	4	32	23	27	36	38	2	6	216	15
2353	g	22	9	2	35	31	36	43	32	3	4	217	20
2354	b	44	9	3	8	29	44	88	24	4	5	258	11
2355	g	15	7	3	23	32	33	69	25	1	5	213	7
2356	g	25	8	4	28	13	20	46	43	0	1	188	75
2357	b	57	5	2	3	32	52	40	36	2	11	240	13
2358	g	33	6	4	23	21	33	31	33	2	2	188	0
2359	g	8	11	3	21	17	16	44	32	2	6	160	0
2360	g	44	7	2	20	13	15	66	20	3	1	191	21
2361	b	64	5	2	17	19	28	85	25	4	8	257	7
2362	b	52	12	3	15	32	23	54	24	3	6	224	23
2363	b	58	6	4	5	19	35	74	28	5	6	240	21
2364	b	62	9	2	3	14	45	46	34	4	8	227	29
2365	g	13	9	3	41	23	19	60	30	3	1	202	70
2366	b	75	6	5	2	14	45	67	36	5	9	264	10
2367	g	4	10	5	24	18	25	82	47	3	7	225	11
2368	g	16	10	4	25	16	36	49	48	2	6	212	7
2369	g	44	7	4	22	25	28	33	23	2	3	191	28
2370	b	64	8	5	13	19	22	58	8	3	7	207	25
2371	b	9	11	3	27	24	34	76	37	2	2	225	9
2372	g	10	6	4	25	31	31	44	39	1	1	192	1
2373	g	24	7	4	24	38	29	59	47	2	7	241	17
2374	g	23	8	4	31	19	19	73	20	3	6	206	78
2375	b	72	5	3	24	31	36	33	21	3	9	237	20
2376	g	19	9	3	24	23	34	40	29	1	1	183	4
2377	g	24	5	5	32	30	19	70	34	2	7	228	27
2378	g	40	7	3	36	37	40	67	39	2	3	274	4
2379	g	33	8	1	40	32	34	50	31	1	4	234	87
2380	b	63	6	3	10	35	52	78	28	3	8	286	66
2381	b	62	6	2	8	15	33	76	23	4	6	235	12
2382	g	27	8	4	34	25	28	37	41	3	7	214	24
2383	g	14	7	4	42	19	21	82	24	1	1	215	28
2384	g	18	8	1	40	37	33	35	46	2	3	223	41
2385	b	48	11	2	12	13	35	56	21	2	7	207	68
2386	g	73	10	2	22	36	52	57	16	4	5	277	29
2387	g	30	12	3	21	22	20	67	20	2	3	200	18
2388	g	34	6	3	29	19	23	90	28	1	3	236	18
2389	b	38	13	3	35	18	34	41	30	3	7	222	26
2390	g	23	12	4	39	24	11	58	25	1	6	203	1
2391	g	24	12	3	39	37	30	80	42	3	2	272	13
2392	g	31	4	3	27	23	19	36	38	1	4	186	12
2393	g	22	4	2	32	31	26	41	35	3	1	197	26
2394	g	43	5	3	38	24	14	56	41	2	6	232	78
2395	b	66	12	4	19	25	51	62	12	4	8	263	4
2396	g	30	7	4	37	29	35	59	32	1	4	238	8
2397	g	19	6	2	31	19	28	45	38	1	2	191	51
2398	b	44	4	3	11	29	42	55	15	4	11	218	8
2399	g	15	10	4	35	33	32	89	29	3	3	253	29
2400	g	9	11	5	33	36	17	71	24	2	7	215	29
2401	g	33	9	2	31	16	28	91	41	3	6	260	15
2402	g	31	12	4	38	34	27	81	20	2	1	250	5
2403	g	20	13	3	28	31	32	85	37	1	3	253	16
2404	g	33	11	5	38	20	23	78	28	3	5	244	35
2405	b	46	10	2	8	27	25	33	19	2	10	182	4
2406	g	10	12	2	23	38	14	89	31	1	7	227	3
2407	g	9	7	3	39	28	28	91	22	3	6	236	13
2408	g	5	5	5	32	20	35	61	44	2	7	216	86
2409	b	63	7	4	16	32	38	36	9	5	9	219	16
2410	g	21	5	2	37	33	17	34	30	2	2	183	4
2411	b	65	10	2	4	13	38	89	27	5	5	258	13
2412	g	5	12	2	25	26	14	76	42	1	7	210	13
2413	g	13	6	2	41	35	38	89	24	3	6	257	76
2414	g	67	4	4	7	13	47	83	12	2	11	250	14
2415	g	32	11	2	32	36	12	92	39	3	7	266	37
2416	b	67	9	5	21	21	37	80	11	3	11	265	9
2417	g	31	11	3	24	27	38	92	48	3	1	278	18
2418	g	27	7	4	28	30	30	38	44	2	2	212	16
2419	b	21	9	4	38	17	37	87	46	3	4	266	40
2420	b	69	10	2	4	18	51	37	28	2	11	232	21
2421	g	13	11	5	33	18	29	82	41	2	6	240	9
2422	g	28	11	5	39	32	32	88	46	3	7	291	15
2423	b	34	11	4	37	31	22	81	27	3	5	255	4
2424	g	11	8	2	37	35	35	85	22	0	4	239	41
2425	b	60	12	4	16	29	40	82	22	3	10	278	73
2426	b	38	9	2	12	23	43	68	27	3	5	230	15
2427	b	8	11	3	26	36	22	36	30	2	3	177	71
2428	b	72	9	3	12	26	29	52	34	2	11	250	21
2429	g	18	12	5	21	32	39	81	31	1	3	243	21
2430	g	35	11	2	23	35	36	65	20	2	6	235	32
2431	b	75	9	2	10	25	37	67	35	5	5	270	13
2432	g	39	11	4	37	34	20	41	22	3	6	217	83
2433	b	68	5	3	21	18	23	47	11	3	9	208	26
2434	b	34	11	4	22	37	29	67	33	3	5	245	23
